sms_msg,sms_resDate,category,status
"금일(24일) 울릉크루즈 울릉(사동항) 입항 예정시간은 09:10분이며, 탑승인원은 844명 입니다.",2025.10.24 6:32,사람,입항 예정
"금일(25일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:05분이며, 탑승인원은 1175명 입니다.",2025.10.25 5:21,사람,입항 예정
"금일(26일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 979명 입니다.",2025.10.26 5:03,사람,입항 예정
"금일(27일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 795명 입니다.",2025.10.27 5:10,사람,입항 예정
"금일(28일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:30분이며, 탑승인원은 948명 입니다.",2025.10.28 5:11,사람,입항 예정
"금일(29일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 781명 입니다.",2025.10.29 5:08,사람,입항 예정
"금일(30일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 719명 입니다.",2025.10.30 5:07,사람,입항 예정
"금일(31일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 792명 입니다.",2025.10.31 4:59,사람,입항 예정
"금일(01일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 1152명 입니다.",2025.11.1 5:09,사람,입항 예정
"금일(02일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:40분이며, 탑승인원은 547명 입니다.",2025.11.2 5:00,사람,입항 예정
"금일(04일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:20분이며, 탑승인원은 1,116명 입니다.",2025.11.4 5:08,사람,입항 예정
"금일(05일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 582명 입니다.",2025.11.5 4:41,사람,입항 예정
"금일(06일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 634명 입니다.",2025.11.6 4:50,사람,입항 예정
"금일(07일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 582명 입니다.",2025.11.7 5:02,사람,입항 예정
"금일(08일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 841명 입니다.",2025.11.8 4:29,사람,입항 예정
"금일(09일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:10분이며, 탑승인원은 543명 입니다.",2025.11.9 4:53,사람,입항 예정
"금일(10일) 울릉크루즈 울릉(사동항) 입항 예정시간은 09:20분이며, 탑승인원은 621명 입니다.",2025.11.10 7:24,사람,입항 예정
"금일(11일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:05분이며, 탑승인원은 1,024명 입니다.",2025.11.11 4:58,사람,입항 예정
"금일(12일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:05분이며, 탑승인원은 565명 입니다.",2025.11.12 4:47,사람,입항 예정
"금일(13일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 467명 입니다.",2025.11.13 4:50,사람,입항 예정
"금일(14일) 울릉크루즈 울릉(사동항) 입항 예정시간은 06:00분이며, 탑승인원은 737명 입니다.",2025.11.14 4:51,사람,입항 예정
